Light value,p1,p2,p3,p4,T1,T1F,T2,T2F,TR,T3,,Floor friction,p1,p2,p3,p4,T1,T1F,T2,T2F,TR,T3,,Object friction,p1,p2,p3,p4,T1,T1F,T2,T2F,TR,T3
0.6,0.9545454545454546,0.6210045662100456,0.136986301369863,0.7794117647058824,154.5297619047619,356.55555555555554,32.708333333333336,58.588235294117645,86.9,53.68382352941177,,0.25,0.9451612903225807,0.6481481481481481,0.09567901234567901,0.7857142857142857,143.34586466165413,360.05882352941177,32.286764705882355,58.42307692307692,88.90322580645162,57.195238095238096,,0.5,0.9774193548387097,0.7920489296636085,0.07339449541284404,0.0888030888030888,128.2962962962963,360.0,32.273049645390074,58.4,88.83333333333333,52.366795366795365
0.7,0.975,0.6472081218274112,0.10913705583756345,0.796078431372549,129.77302631578948,360.1111111111111,32.659375,59.41891891891892,55.116279069767444,53.96862745098039,,0.3,0.981081081081081,0.6641975308641975,0.1037037037037037,0.7695167286245354,141.83384615384617,360.0,31.77777777777778,58.84722222222222,68.52380952380952,56.30483271375465,,0.6,0.9731543624161074,0.7095808383233533,0.1317365269461078,0.9409282700421941,137.0592885375494,350.125,32.17424242424242,59.08571428571429,60.15909090909091,53.81856540084388
0.8,0.9805555555555555,0.6590330788804071,0.10178117048346055,0.7722007722007722,133.4917491749175,353.0,32.48170731707317,58.90769230769231,70.1,54.74131274131274,,0.35,0.9882352941176471,0.6553524804177546,0.1227154046997389,0.7729083665338645,131.53082191780823,352.25,32.574675324675326,59.85333333333333,63.93617021276596,54.50996015936255,,0.7,0.9827586206896551,0.7838709677419354,0.08064516129032258,0.9218106995884774,123.496,360.0,31.96577946768061,59.48936170212766,54.2,55.76543209876543
0.9,0.9916666666666667,0.6814671814671814,0.08108108108108109,0.7450424929178471,126.37062937062937,360.0,31.84474885844749,59.0375,65.0952380952381,54.626062322946176,,0.4,0.9922480620155039,0.7453183520599251,0.04119850187265917,0.7587939698492462,119.69603524229075,360.0,31.933333333333334,59.25925925925926,39.72727272727273,52.8643216080402,,0.8,0.993103448275862,0.7102803738317757,0.102803738317757,0.956140350877193,135.5,360.0,32.214814814814815,58.372549019607845,65.75757575757575,54.54824561403509
1.0,0.9944444444444445,0.6846153846153846,0.08205128205128205,0.7677902621722846,128.2608695652174,360.0,31.84319526627219,59.13461538461539,57.625,52.28464419475655,,0.45,1.0,0.6528301886792452,0.09433962264150944,0.7514450867052023,119.93364928909952,-1.0,32.754464285714285,59.146341463414636,57.8,50.58381502890173,,0.9,0.9821428571428571,0.5627118644067797,0.06779661016949153,0.9397590361445783,129.11764705882354,360.0,32.24096385542169,59.93478260869565,63.4,54.0
,,,,,,,,,,,,0.5,0.9958333333333333,0.6222222222222222,0.11481481481481481,0.7738095238095238,128.11219512195123,311.0,32.15348837209302,58.6,59.29032258064516,49.845238095238095,,1.0,0.9862068965517241,0.41896024464831805,0.12538226299694188,0.9708029197080292,138.10894941634243,360.0,32.51136363636363,59.01587301587302,67.97560975609755,52.65693430656934
