Time,Light,Floor friction,Object friction,State
0,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
5,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
10,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
15,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
20,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
25,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
30,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
35,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
40,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
45,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
50,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
55,0.9620556732690201,0.4338207246306272,0.9538962935517922,0
60,0.9504861724029097,0.431650531827383,0.951978753581488,0
65,0.9504861724029097,0.431650531827383,0.951978753581488,0
70,0.9504861724029097,0.431650531827383,0.951978753581488,0
75,0.9504861724029097,0.431650531827383,0.951978753581488,0
80,0.9504861724029097,0.431650531827383,0.951978753581488,0
85,0.9504861724029097,0.431650531827383,0.951978753581488,0
90,0.9504861724029097,0.431650531827383,0.951978753581488,0
95,0.9504861724029097,0.431650531827383,0.951978753581488,0
100,0.9504861724029097,0.431650531827383,0.951978753581488,0
105,0.9504861724029097,0.431650531827383,0.951978753581488,0
110,0.9504861724029097,0.431650531827383,0.951978753581488,0
115,0.9504861724029097,0.431650531827383,0.951978753581488,0
120,0.9721403479924788,0.4545558503378308,0.9538182236303878,0
123,0.9721403479924788,0.4545558503378308,0.9538182236303878,1
125,0.9721403479924788,0.4545558503378308,0.9538182236303878,1
130,0.9721403479924788,0.4545558503378308,0.9538182236303878,1
135,0.9721403479924788,0.4545558503378308,0.9538182236303878,1
140,0.9721403479924788,0.4545558503378308,0.9538182236303878,1
145,0.9721403479924788,0.4545558503378308,0.9538182236303878,1
150,0.9721403479924788,0.4545558503378308,0.9538182236303878,1
151,0.9721403479924788,0.4545558503378308,0.9538182236303878,7
