Time,M1,M2,M3,state,p1,p2,p3,p4,T1,T1F,T2,T2F,TR,T3,Pretry,R1,R2,R3,r1,r2,r3,V
50,0.9620556732690203,0.4338207246306273,0.9538962935517923,0,0.9841864228776639,0.7793427586531876,0.46175983889065636,0.8888312560399997,0.0,0.0,32.48137568566949,12.600652861857146,-0.5844090298267004,49.30230652273944,0.6,0.9430190727965578,83.8089848091182,0.11794617385552385,0.0,0.0,0.0,0.0
55,0.9620556732690203,0.4338207246306273,0.9538962935517924,0,0.9841864228776639,0.7793427586531876,0.4617598388906564,0.8888312560399997,0.0,0.0,32.48137568566949,12.600652861857146,-0.5844090298267004,49.30230652273944,0.6,0.9430190727965578,83.8089848091182,0.11794617385552385,0.0,0.0,0.0,0.0
60,0.9611657116639348,0.43365378672268545,0.9537487904771536,0,0.9840092582209394,0.7791765316245898,0.46151261970252266,0.8886216162164101,0.0,0.0,32.477115795450594,12.599615959478715,-0.5843206512288569,49.30289030995556,0.6,0.9422325596095725,83.76924244361997,0.11809789197389008,0.0,0.0,0.0,0.0
65,0.9604028874310044,0.4335106970873067,0.9536223592703202,0,0.9838574028008901,0.779034051314363,0.46130072016833684,0.8884419249390476,0.0,0.0,32.47346446097725,12.59872718601149,-0.584244898144991,49.303390698997944,0.6,0.9415588610588462,83.73519081998414,0.11822775484566858,0.0,0.0,0.0,0.0
70,0.9597417730957981,0.4333866860699785,0.9535127855577313,0,0.9837257947701805,0.7789105683788332,0.4611170758669229,0.8882861924986667,0.0,0.0,32.470299971100346,12.59795691567323,-0.5841792454723074,49.30382436950134,0.6,0.9409753289589324,83.70568930972436,0.11834016744888191,0.0,0.0,0.0,0.0
75,0.9591632980524926,0.4332781764298163,0.9534169085592161,0,0.9836106377433097,0.7788025208102446,0.4609563885973328,0.8881499266133336,0.0,0.0,32.46753104245806,12.597282929127248,-0.5841217993837091,49.30420383119181,0.6,0.9404649971996101,83.6798830237902,0.11843842554317249,0.0,0.0,0.0,0.0
80,0.9586528788966348,0.4331824326296732,0.9533323112075851,0,0.983509028601953,0.7787071847203134,0.4608146068704935,0.8880296920086277,0.0,0.0,32.46508787012663,12.59668823511609,-0.5840711116584754,49.30453865033047,0.6,0.9400149049908347,83.65711861009147,0.1185250441235041,0.0,0.0,0.0,0.0
85,0.9581991729803168,0.43309732702954595,0.953257113561691,0,0.9834187093651916,0.7786224415292635,0.46068857958032094,0.8879228168044448,0.0,0.0,32.46291616138758,12.596159618217285,-0.584026055902712,49.304836267342615,0.6,0.9396149807789063,83.63688816942674,0.11860197569091048,0.0,0.0,0.0,0.0
90,0.9577932255815059,0.43302117991364264,0.9531898314574697,0,0.9833378974165103,0.7785466186741137,0.4605758190478428,0.8878271916217549,0.0,0.0,32.46097305356844,12.595686645202562,-0.5839857428580816,49.30510255624821,0.6,0.9392572796577723,83.61879091260714,0.11867075917833529,0.0,0.0,0.0,0.0
95,0.9574278729225763,0.43295264750932966,0.9531292775636707,0,0.9832651666626973,0.7784783781044788,0.46047433515578606,0.8877411289573339,0.0,0.0,32.4592242565312,12.595260969489313,-0.5839494611179142,49.30534221626324,0.6,0.9389354502031925,83.60250633922307,0.11873262394133555,0.0,0.0,0.0,0.0
100,0.9570973157549731,0.43289064200066557,0.9530744907073764,0,0.9831993626473425,0.7784166366367139,0.46038251687563153,0.8876632627371436,0.0,0.0,32.45764201159275,12.594875834320181,-0.5839166347815724,49.30555905151494,0.6,0.9386443540499553,83.58777509153587,0.11878856387390874,0.0,0.0,0.0,0.0
105,0.9567968092389703,0.43283427335642544,0.9530246844743815,0,0.9831395408152018,0.778360508029655,0.46029904610700106,0.8875924752642431,0.0,0.0,32.456203607103255,12.594525711439152,-0.5838867926576252,49.305756174471036,0.6,0.9383797894873626,83.57438503778562,0.11883939120476719,0.0,0.0,0.0,0.0
110,0.9565224337243591,0.43278280633342364,0.9529792092181688,0,0.9830849208815081,0.7783092601710357,0.46022283399474373,0.887527843223769,0.0,0.0,32.454890281265016,12.594206034026039,-0.5838595455009779,49.30593615630051,0.6,0.9381382873375089,83.56216099109477,0.11888577618922791,0.0,0.0,0.0,0.0
115,0.9562709228359654,0.4327356282290053,0.9529375235666405,0,0.9830348526089556,0.7782622829673016,0.46015297316744147,0.8874685971866676,0.0,0.0,32.453686399246635,12.593912996397355,-0.5838345689407177,49.3061011396442,0.6,0.9379169579842528,83.55095700214292,0.11892827683026316,0.0,0.0,0.0,0.0
120,0.956905699842226,0.43360843711335834,0.9529727515691904,0,0.9831612176675919,0.778380846616531,0.46112858465969336,0.8876059440800356,0.0,0.0,32.4567248228648,12.587922452566746,-0.5842966426921831,49.299881715279895,0.6,0.9390849861748211,83.60218410867307,0.1189126449115066,0.0,0.0,0.0,0.0
123,0.9574916478480049,0.4344141068527611,0.9530052697253903,1,0.9832778623371023,0.7784902899850503,0.46202915277220935,0.8877327258277599,0.0,0.0,32.45952952158926,12.58239271980003,-0.5847231723089202,49.29414070817439,0.6,0.9401649532813543,83.6495145661805,0.11889812497196162,0.0,0.0,0.0,0.0
125,0.9580341922978002,0.4351600973522082,0.9530353791292792,1,0.983385866660723,0.7785916264373831,0.46286301526688894,0.887850116334912,0.0,0.0,32.46212646485265,12.577272596867887,-0.5851181071392325,49.28882496085447,0.6,0.9411664561060525,83.6933767163721,0.11888460295246626,0.0,0.0,0.0,0.0
130,0.9585379835726101,0.43585280281598043,0.9530633378614617,1,0.9834861563897994,0.7786857245716922,0.46363731885070625,0.887959121805839,0.0,0.0,32.46453791216866,12.572518197002324,-0.5854848323388082,49.2838889097717,0.6,0.9420977458924596,83.73413833548933,0.11887197980450613,0.0,0.0,0.0,0.0
135,0.9590070306215711,0.4364977354891477,0.9530893684052179,1,0.9835795295858362,0.778773333179497,0.4643582245210329,0.8880606096580813,0.0,0.0,32.46678305277321,12.568091686782662,-0.5858262661453097,49.27929327600497,0.6,0.9429659561593096,83.77211697398602,0.11886016911199118,0.0,0.0,0.0,0.0
140,0.959444807867268,0.4370996726507705,0.9531136635793902,1,0.983666677902137,0.7788551012134484,0.4650310718436297,0.8881553316535075,0.0,0.0,32.468878517337465,12.56396027724431,-0.5861449376980444,49.275004017822695,0.6,0.9437772857585496,83.80758824782095,0.11884909514881818,0.0,0.0,0.0,0.0
145,0.9598543414196942,0.4376627751568047,0.9531363913229708,1,0.9837482037464185,0.7789315938903705,0.4656605114361999,0.8882439425524545,0.0,0.0,32.470838790639505,12.560095410256825,-0.586443049795764,49.27099148597476,0.6,0.9445371470980969,83.84079253969284,0.11883869128238045,0.0,0.0,0.0,0.0
150,0.9602382791250937,0.4381906837562118,0.9531576985825776,1,0.9838246342254324,0.779003305774985,0.4662506126122585,0.8883270152702175,0.0,0.0,32.47267654686017,12.556472097456052,-0.5867225298873762,49.26722973736732,0.6,0.9452502870253272,83.87194045496913,0.1188288986536025,0.0,0.0,0.0,0.0
151,0.9605989478786509,0.4386865978950487,0.9531777144931173,7,0.983896432554203,0.7790706714847744,0.4668049514541418,0.8884050532778129,0.0,0.0,32.47440292391595,12.55306837937048,-0.5869850717916177,49.26369597352397,0.6,0.9459208860788385,83.90121729419691,0.1188196650794627,0.0,0.0,0.0,0.0
155,0.9609384008231752,0.4391533406139541,0.9531965529971548,7,0.9839640074518694,0.7791340745057527,0.4673266833443006,0.8884785008143734,0.0,0.0,32.47602774938021,12.549864879995821,-0.5872321700544334,49.260370078141996,0.6,0.9465526404937256,83.92878674297413,0.11881094413564004,0.0,0.0,0.0,0.0
160,0.9612584564565838,0.4395934123203506,0.953214315015247,0,0.9840277209268121,0.7791938544969608,0.4678186030631067,0.8885477513488445,0.0,0.0,32.477559727675086,12.546844437728288,-0.5874651484165169,49.2572342339247,0.6,0.9471488303582255,83.95479393443813,0.11880269438585572,0.0,0.0,0.0,0.0
165,0.9615607312214698,0.44000903559861393,0.9532310902545564,0,0.984087894764258,0.7792503133775461,0.46828319487071224,0.8886131546314007,0.0,0.0,32.479006596064686,12.543991797808953,-0.5876851835362622,49.254272603275034,0.6,0.9477123765754709,83.97936800539797,0.11879487873135018,0.0,0.0,0.0,0.0
170,0.9618466668098754,0.44040219275372794,0.9532469587241734,0,0.9841448159618419,0.7793037204267486,0.468722674467804,0.8886750226013863,0.0,0.0,32.48037525535215,12.54129335464201,-0.5878933248657512,49.25147106076859,0.6,0.9482458887184222,84.00262424116954,0.11878746385927966,0.0,1.0,0.0,1.0
175,0.962117553156786,0.4407746574269938,0.953261992011179,0,0.9841987413069214,0.7793543165786245,0.4691390243311964,0.8887336343624253,0.0,0.0,32.48167187994027,12.538736934799646,-0.5880905113884248,49.248816967867754,0.6,0.9487517054324885,84.02466588430954,0.1187804197729675,0.0,1.0,0.0,1.0
180,0.9621931356266313,0.4408712278459973,0.9528890976902799,0,0.9842137875091934,0.7793684338723422,0.46923322632333436,0.8886843483003279,0.0,0.0,32.48203366299043,12.538089311742723,-0.5881416367339495,49.24813304631458,0.6,0.9488054161264072,84.02999092665101,0.11884635240205296,0.0,1.0,0.0,1.0
185,0.9622649389729844,0.4409629697440507,0.9525348480854257,0,0.984228081401352,0.779381845301374,0.46932271374485707,0.8886375265413358,0.0,0.0,32.48237735688809,12.53747406983865,-0.5881902058121979,49.24748332083906,0.6,0.9488564428012539,84.03504995756902,0.11890900088228719,0.0,1.0,0.0,1.0
190,0.9623332397170763,0.44105023642756486,0.952197878949101,0,0.9842416780304784,0.7793946025143556,0.4694078318835138,0.8885929887705869,0.0,0.0,32.48270428522976,12.536888839734772,-0.5882364056671171,49.246865289289175,0.6,0.9489049817401936,84.03986242414001,0.11896860462812939,0.0,1.0,0.0,1.0
195,0.9623982880447829,0.4411333475547212,0.9518769559621251,0,0.9842546272010749,0.7794067522410045,0.46948889311283326,0.8885505718460642,0.0,0.0,32.483015645555156,12.53633147773108,-0.588280405528945,49.2462766878131,0.6,0.9489512105428671,84.04444592293383,0.11902538033514418,0.0,1.0,0.0,1.0
200,0.9624603108688753,0.4412125930480564,0.9515709596257061,0,0.984266974084667,0.7794183368640886,0.4695661807227284,0.888510127801752,0.0,0.0,32.48331252400496,12.535800039541513,-0.5883223588855715,49.245715463149864,0.6,0.9489952902967428,84.04881641500779,0.1190795246123862,0.0,1.0,0.0,1.0
205,0.9625195144736907,0.4412882364735127,0.95127887221367,0,0.9842787597462775,0.7794293949133959,0.46963995222729726,0.8884715221230901,0.0,0.0,32.48359590797977,12.53529275763329,-0.5883624052714423,49.24517974869859,0.6,0.9490373674525271,84.05298841160739,0.11913121625706546,0.0,1.0,0.0,1.0
210,0.962576086807181,0.44136051796894865,0.9509997664643909,0,0.9842900216007056,0.7794399614938453,0.4697104422312128,0.888434632252369,0.0,0.0,32.48386669711125,12.53480802158765,-0.5884006718179411,49.24466784377849,0.6,0.9490775754496519,84.05697513512696,0.11918061822695016,0.0,1.0,0.0,1.0
215,0.9626301994739977,0.44142965679067003,0.9507327957476892,0,0.9843007938092887,0.7794500686577533,0.4697778649219282,0.8883993462890704,0.0,0.0,32.48412571280224,12.534344361022262,-0.5884372746015487,49.24417819559403,0.6,0.9491160361298401,84.06078865909186,0.11922787935635336,0.0,1.0,0.0,1.0
220,0.9626820094741415,0.44149585353487136,0.9504771854870174,0,0.9843111076260174,0.7794597457295802,0.46984241624347206,0.888365561856125,0.0,0.0,32.48437370654892,12.533900430693695,-0.5884723198198962,49.24370938350254,0.6,0.9491528609703099,84.06444003028452,0.11927313585376516,0.0,1.0,0.0,1.0
225,0.9627316607242792,0.4415592920813976,0.9502322256538736,0,0.9843209917003822,0.7794690195900809,0.4699042757983052,0.8883331851078856,0.0,0.0,32.48461136722283,12.533474997462156,-0.5885059048208128,49.2432601052482,0.6,0.949188152162899,84.06793937561613,0.11931651261287735,0.0,1.0,0.0,1.0
230,0.9627792853927787,0.44162014129949423,0.9499972641812662,0,0.9843304723431404,0.7794779149256632,0.46996360851611685,0.8883021298595744,0.0,0.0,32.484839327461074,12.533066928852309,-0.5885381190053652,49.242829164881776,0.6,0.9492220035611122,84.07129599592174,0.11935812436357066,0.0,1.0,0.0,1.0
235,0.9628250050745382,0.441678556548867,0.9497717011675632,0,0.9843395737601883,0.7794864544478223,0.47002056612221343,0.8882723168211955,0.0,0.0,32.485058169289786,12.532675182986857,-0.5885690446225357,49.24241546213002,0.6,0.9492545015135765,84.07451844850804,0.11939807668520624,0.0,1.0,0.0,1.0
240,0.9626104827947498,0.4421461289911961,0.9495841691022865,0,0.9842968688099508,0.7794463859764034,0.47049538981449657,0.8881953292141378,0.0,0.0,32.48403133694535,12.5278909853747,-0.5888165821492292,49.2386465354356,0.6,0.9494590014273366,84.08035672218283,0.11951644822674344,0.0,1.0,0.0,1.0
245,0.9624042113718764,0.442595717878051,0.9494038498087514,0,0.9842558063577994,0.779407858600039,0.47095193997285195,0.88812130266889,0.0,0.0,32.483043998152624,12.523290795363014,-0.589054599001819,49.2350225674602,0.6,0.9496557990372059,84.08597189623525,0.11963034034870773,0.0,1.0,0.0,1.0
250,0.9622057237762812,0.443028341146534,0.9492303350168589,0,0.9842162934321443,0.7793707850869338,0.4713912515638276,0.8880500695781797,0.0,0.0,32.48209391742755,12.518864197427238,-0.5892836340863866,49.231535352993305,0.6,0.949845321433117,84.09137652048209,0.1197400026064271,0.0,1.0,0.0,1.0
255,0.9620145875731154,0.44344494133099915,0.9490632466987404,0,0.9841782439481801,0.7793350846669065,0.47181428284502946,0.8879814747500885,0.0,0.0,32.48117902487748,12.514601547563156,-0.5895041863900443,49.228177294617765,0.6,0.9500279647032945,84.0965822206864,0.11984566635490776,0.0,1.0,0.0,1.0
260,0.9618304017773375,0.44384639241784735,0.9489022343194625,0,0.9841415780818146,0.7793006824439711,0.47222192234265603,0.8879153742793824,0.0,0.0,32.4802974011474,12.510493903148681,-0.5897167186099326,49.224941347455896,0.6,0.950204096696959,84.10159978207842,0.1199475463784063,0.0,1.0,0.0,1.0
265,0.9616527940456946,0.44423350596587957,0.9487469723823017,0,0.9841062217106764,0.7792675088718548,0.47261499508101945,0.8878516345397729,0.0,0.0,32.479447263979125,12.506532960320436,-0.5899216603933963,49.22182096983551,0.6,0.9503740594967784,84.10643922397689,0.12004584234798721,0.0,1.0,0.0,1.0
270,0.9614814181642847,0.44460703658240186,0.9485971582324096,0,0.9840721059139641,0.7792354992847251,0.47299426815596596,0.8877901312822549,0.0,0.0,32.47862695618517,12.502710997942302,-0.5901194112370893,49.21881007914918,0.6,0.9505381716360318,84.11110986659911,0.12014074012788756,0.0,1.0,0.0,1.0
275,0.9613159517960268,0.4449676868328372,0.9484525100876863,0,0.984039166524035,0.7792045934764619,0.4733604557314222,0.8877307488267203,0.0,0.0,32.47783493486686,12.499020827370313,-0.5903103430861724,49.21590301227962,0.6,0.9506967300907149,84.11562039099651,0.12023241294867436,0.0,1.0,0.0,1.0
277,0.9611560944572015,0.4453161116510544,0.9483127652699027,1,0.9840073437235951,0.7791747353227161,0.4737142235275464,0.8876733793357802,0.0,0.0,32.47706976172884,12.495455747326186,-0.5904948026691847,49.2130944900497,0.6,0.9508500120727941,84.11997889292763,0.12032102246277704,0.0,1.0,0.0,1.0
280,0.961001565696337,0.4456529223086643,0.948177678612712,1,0.9839765816831698,0.7791458724407618,0.4740561928598299,0.8876179221612046,0.0,0.0,32.47633009436208,12.492009503283533,-0.59067311359943,49.21037958522745,0.6,0.9509982766473913,84.12419293137192,0.12040671969592934,0.0,1.0,0.0,1.0
285,0.9608521034522222,0.4459786899938936,0.9480470210262487,1,0.9839468282342339,0.7791179558828061,0.4743869442807043,0.887564283254648,0.0,0.0,32.4756146783844,12.488676250848835,-0.5908455782696672,49.20775369367805,0.6,0.9511417661937374,84.12826957229646,0.1204896459063016,0.0,1.0,0.0,1.0
290,0.9607074625708206,0.4462939490441155,0.9479205782006391,1,0.9839180345739733,0.7790909398589779,0.4747070208685556,0.8875123746353997,0.0,0.0,32.47492234034149,12.485450522686222,-0.5910124795634453,49.205212508307675,0.6,0.9512807077272268,84.1322154282086,0.1205699333616075,0.0,1.0,0.0,1.0
295,0.9605674134634319,0.4465991998705208,0.9477981494329855,1,0.9838901549981653,0.7790647814866998,0.47501693120334315,0.8874621139088258,0.0,0.0,32.47425198128406,12.482327198592266,-0.5911740824034525,49.20275199548873,0.6,0.9514153140977377,84.13603669396076,0.12064770604317866,0.0,1.0,0.0,1.0
300,0.9602278424630168,0.44668520823246305,0.947439444789668,1,0.9838225565991128,0.7790013564152423,0.47507033342931687,0.8873294814700677,0.0,0.0,32.472626590733476,12.480594848287305,-0.5912196160903482,49.20182216724762,0.6,0.9511729523566935,84.12491591753907,0.12077717690178015,0.0,1.0,0.0,1.0
305,0.9598987198010761,0.44676857018326854,0.9470917772122988,1,0.9837570381508002,0.778939882884445,0.4751220885633145,0.8872009300294253,0.0,0.0,32.47105121219983,12.478915801068652,-0.5912637487407242,49.20092094910623,0.6,0.9509380749159366,84.11413753035703,0.12090263526501115,0.0,1.0,0.0,1.0
310,0.9595795705531335,0.4468494060143527,0.946754645016062,1,0.9836935051100123,0.7788802721879142,0.4751722716498244,0.8870762740869842,0.0,0.0,32.46952357240963,12.477287634068745,-0.5913065440380585,49.200047040605476,0.6,0.9507103403719619,84.10368595988153,0.12102426480668807,0.0,1.0,0.0,1.0
312,0.959269948148413,0.4469278288355537,0.946427576467474,2,0.9836318685779046,0.7788224409151606,0.4752209532426767,0.8869553392174517,0.0,0.0,32.468041533807195,12.475708069068833,-0.5913480618638305,49.19919921892565,0.6,0.9504894277745298,84.09354656383024,0.12114223815933031,0.0,1.0,0.0,1.0
315,0.9589694322850079,0.44700394510319,0.9461101275820799,2,0.9835720448849765,0.7787663105621938,0.4752681997359918,0.8868379612558467,0.0,0.0,32.46660308457542,12.474174961863039,-0.5913883585770798,49.19837633317758,0.6,0.9502750351176141,84.08370556173135,0.12125671773150222,0.0,1.0,0.0,1.0
320,0.9586776270263391,0.44707785510219916,0.9458018801136537,2,0.9835139552121333,0.7787118071759797,0.4753140736662856,0.8867239855539983,0.0,0.0,32.46520632952428,12.47268629254727,-0.5914274872696552,49.19757729919033,0.6,0.9500668779620105,84.07414997243828,0.121367856453612,0.0,1.0,0.0,1.0
325,0.9583941590607751,0.44714965338695095,0.945502439715754,2,0.9834575252442285,0.7786588610293717,0.47535863398862344,0.8866132663007742,0.0,0.0,32.463849481760306,12.471240156640516,-0.5914654979995857,49.19680109474557,0.6,0.9498646881763978,84.0648675570029,0.12147579845936864,0.0,1.0,0.0,1.0
330,0.9581186761083256,0.4472194291848083,0.9452114342586402,2,0.9834026848528843,0.7786074063235131,0.47540193632938565,0.8865056658997535,0.0,0.0,32.46253085506011,12.469834756956493,-0.5915024380047293,49.196046755214745,0.6,0.9496682127851365,84.05584676637947,0.12158067970928033,0.0,1.0,0.0,1.0
335,0.9578508454601108,0.44728726676605846,0.9449285122864463,2,0.9833493678057442,0.7785573809150395,0.47544403321792456,0.8864010543987613,0.0,0.0,32.461248856879365,12.46846839615258,-0.591538351898619,49.19531336955978,0.6,0.9494772129123902,84.04707669348842,0.12168262856186549,0.0,1.0,0.0,1.0
340,0.9575903526378744,0.4473532457834387,0.9446533416011617,2,0.9832975114996216,0.7785087260657022,0.4754849742991401,0.8862993089662894,0.0,0.0,32.46000198193645,12.467139469891242,-0.5915732818502103,49.19460007666248,0.6,0.9492914628133095,84.03854702922254,0.12178176629762058,0.0,1.0,0.0,1.0
345,0.9573369001621851,0.44741744158413305,0.9443856079614253,2,0.9832470567152862,0.7784613862122929,0.4755248065287844,0.8862003134103706,0.0,0.0,32.45878880631631,12.46584646055588,-0.5916072677490559,49.193906061951594,0.6,0.9491107489840117,84.03024802202204,0.12187820760024227,0.0,1.0,0.0,1.0
350,0.9570902064191807,0.4474799254968088,0.9441250138854154,2,0.9831979473918663,0.7784153087549746,0.4755635743531092,0.8861039577359432,0.0,0.0,32.45760798204605,12.464587931469469,-0.5916403473572656,49.193230554299674,0.6,0.9489348693429847,84.02217044068517,0.12197206099911514,0.0,1.0,0.0,1.0
355,0.9568500046167818,0.44754076509599316,0.9438712775482477,2,0.9831501304190627,0.7783704438623225,0.4756013198743012,0.8860101377371585,0.0,0.0,32.45645823209869,12.463362521569536,-0.5916725564494698,49.192572823164895,0.6,0.9487636324773128,84.01430554011647,0.12206342927665839,0.0,1.0,0.0,1.0
360,0.9567746529430217,0.44767355568052425,0.9441048358584354,2,0.9831351301613673,0.7783563696766976,0.4757459461053781,0.8860352172877299,0.0,0.0,32.45609755377707,12.461962835686782,-0.5917428571128264,49.191491076265336,0.6,0.9488740748542189,84.01586227800212,0.12204732458952665,0.0,1.0,0.0,1.0
365,0.9567012333634606,0.44780294137827253,0.9443324054940029,2,0.9831205145256641,0.7783426563676272,0.4758868679703135,0.8860596537729021,0.0,0.0,32.455746123617544,12.460599039185633,-0.5918113551950712,49.19043706646576,0.6,0.9489817131475077,84.01737947597488,0.12203163127764384,0.0,1.0,0.0,1.0
370,0.9566296725074327,0.447929051488736,0.9445542138729737,2,0.9831062689060546,0.7783292902309383,0.4760242259913097,0.88608347161288,0.0,0.0,32.455403590424076,12.459269769178185,-0.5918781191486517,49.18940974045858,0.6,0.9490866528105155,84.0188586215817,0.12201633377714184,0.0,1.0,0.0,1.0
372,0.9565599006728055,0.4480520088464379,0.9447704770424702,4,0.9830923794269354,0.7783162582476666,0.4761581536718621,0.8861066940068585,0.0,0.0,32.45506962056045,12.457973730920925,-0.5919432140033927,49.18840809760158,0.6,0.9491889940743075,84.0203011286748,0.12200141729951826,0.0,1.0,0.0,1.0
375,0.9564918515995271,0.448171930219999,0.9449814003806211,4,0.9830788328979179,0.7783035480417597,0.47628877792956065,0.886129343008393,0.0,0.0,32.4547438968663,12.456709693608286,-0.5920067015777697,49.18743118666697,0.6,0.9492888322669955,84.0217083419196,0.12198686778394426,0.0,1.0,0.0,1.0
380,0.9564254622597433,0.44828892668200987,0.9451871792471098,0,0.9830656167720471,0.7782911478408749,0.4764162194972569,0.886151439595256,0.0,0.0,32.45442611765249,12.455476486474007,-0.5920686406747229,49.18647810282833,0.6,0.9493862581099127,84.02308154097574,0.12197267185305029,0.0,1.0,0.0,1.0
385,0.9563606726630869,0.44840310395216504,0.9453879995866952,0,0.9830527191070407,0.7782790464400113,0.47654059329525894,0.8861730037342428,0.0,0.0,32.45411599576913,12.454272995174286,-0.5921290872633157,49.18554798486532,0.6,0.9494813579925722,84.0244219443782,0.12195881677189754,0.0,1.0,0.0,1.0
390,0.9562974256758746,0.44851456271588797,0.9455840384896238,0,0.9830401285292963,0.7782672331677398,0.47666200877696996,0.8861940544413489,0.0,0.0,32.453813257740144,12.45309815842932,-0.5921880946474183,49.1846400125681,0.6,0.9495742142281678,84.02573071314428,0.12194529040986922,0.0,1.0,0.0,1.0
395,0.9562356668530674,0.44862339892046443,0.9457754647124835,0,0.9830278342004402,0.778255697854816,0.47678057025015047,0.8862146098376997,0.0,0.0,32.45351764295889,12.451950964901886,-0.5922457136224831,49.18375340432493,0.6,0.9496649052911988,84.02700895412747,0.12193208120524282,0.0,1.0,0.0,1.0
400,0.9561753442819533,0.4487297040505159,0.9459624391627185,0,0.9830158257862084,0.7782444308049833,0.47689637717579114,0.886234687201577,0.0,0.0,32.45322890294,12.45083045029369,-0.5923019926213836,49.18288741487811,0.6,0.9497535060386636,84.02825772313966,0.12191917813222689,0.0,1.0,0.0,1.0
405,0.9561164084366119,0.44883356538447416,0.9461451153497298,0,0.9830040934274763,0.7782334227677904,0.4770095244463922,0.8862543030168596,0.0,0.0,32.452946800622684,12.449735694642008,-0.5923569778501945,49.18204133323467,0.6,0.9498400879161368,84.02947802785994,0.12190657067026171,0.0,1.0,0.0,1.0
410,0.956058812042301,0.44893506623356977,0.946323639805218,1,0.9829926277132608,0.778222664913261,0.477120102645288,0.8862734730181585,0.0,0.0,32.45267110972168,12.448665819800592,-0.5924107134147142,49.18121448071949,0.6,0.9499247191499116,84.0306708305464,0.1218942487754084,0.0,1.0,0.0,1.0
411,0.956002509948986,0.4490342861647082,0.9464981524751896,1,0.9829814196555446,0.7782121488082716,0.4772281982885059,0.8862922122329113,0.0,0.0,32.45240161412182,12.447619987090441,-0.5924632414384582,49.180406209159706,0.6,0.9500074649263062,84.03183705056705,0.12188220285365953,0.0,1.0,0.0,1.0
