Time,Light,Floor friction,Object friction,State
0,0.980869722,0.518903144,0.938775029,0
5,0.980869722,0.518903144,0.938775029,0
10,0.980869722,0.518903144,0.938775029,0
15,0.980869722,0.518903144,0.938775029,0
20,0.980869722,0.518903144,0.938775029,0
25,0.980869722,0.518903144,0.938775029,0
29,0.980869722,0.518903144,0.938775029,1
30,0.980869722,0.518903144,0.938775029,1
35,0.980869722,0.518903144,0.938775029,1
40,0.980869722,0.518903144,0.938775029,1
45,0.980869722,0.518903144,0.938775029,1
50,0.980869722,0.518903144,0.938775029,1
55,0.980869722,0.518903144,0.938775029,1
60,0.988851895,0.54856689,0.982160587,1
65,0.988851895,0.54856689,0.982160587,1
70,0.988851895,0.54856689,0.982160587,1
75,0.988851895,0.54856689,0.982160587,1
80,0.988851895,0.54856689,0.982160587,1
84,0.988851895,0.54856689,0.982160587,3
84,0.988851895,0.54856689,0.982160587,9
85,0.988851895,0.54856689,0.982160587,9
90,0.988851895,0.54856689,0.982160587,0
95,0.988851895,0.54856689,0.982160587,0
100,0.988851895,0.54856689,0.982160587,0
105,0.988851895,0.54856689,0.982160587,0
110,0.988851895,0.54856689,0.982160587,0
115,0.988851895,0.54856689,0.982160587,0
120,1,0.581039362,0.903643066,0
125,1,0.581039362,0.903643066,0
130,1,0.581039362,0.903643066,0
135,1,0.581039362,0.903643066,0
140,1,0.581039362,0.903643066,0
145,1,0.581039362,0.903643066,0
150,1,0.581039362,0.903643066,0
155,1,0.581039362,0.903643066,0
160,1,0.581039362,0.903643066,0
165,1,0.581039362,0.903643066,0
170,1,0.581039362,0.903643066,0
175,1,0.581039362,0.903643066,0
180,1,0.446547247,0.951498796,0
185,1,0.446547247,0.951498796,0
190,1,0.446547247,0.951498796,0
195,1,0.446547247,0.951498796,0
200,1,0.446547247,0.951498796,0
205,1,0.446547247,0.951498796,0
210,1,0.446547247,0.951498796,0
215,1,0.446547247,0.951498796,0
220,1,0.446547247,0.951498796,0
225,1,0.446547247,0.951498796,0
230,1,0.446547247,0.951498796,0
235,1,0.446547247,0.951498796,0
240,1,0.485101408,0.975666249,0
245,1,0.485101408,0.975666249,0
250,1,0.485101408,0.975666249,0
255,1,0.485101408,0.975666249,0
260,1,0.485101408,0.975666249,0
265,1,0.485101408,0.975666249,0
270,1,0.485101408,0.975666249,0
275,1,0.485101408,0.975666249,0
280,1,0.485101408,0.975666249,0
285,1,0.485101408,0.975666249,0
290,1,0.485101408,0.975666249,0
